WKT	NAME	NAME_EN	NAME_RU	RAILWAY	GAUGE	SERVICE	BRIDGE	TUNNEL	OSM_TYPE	OSM_ID
"LINESTRING (21.6923464 54.5684237,21.6942081 54.566299,21.694173 54.5651857,21.6940929 54.5645877,21.6939037 54.5631763,21.6932514 54.5619675,21.6927751 54.5615694,21.6917065 54.5610058,21.6905842 54.5606935,21.6899715 54.5606438,21.6886347 54.5605353)"				disused		spur			way	"150201352"
"LINESTRING (20.9425934 54.6369949,20.9430551 54.636987)"				rail	"1520"		yes		way	"161653061"
"LINESTRING (21.6996484 54.5587047,21.6930797 54.5602867,21.6915108 54.560307)"				disused		spur			way	"150201358"
"LINESTRING (19.9424937 54.8735873,19.9428682 54.8728442,19.9429026 54.872433,19.9428079 54.8719971,19.9427031 54.8717103,19.9426301 54.871381,19.9426431 54.8708013,19.9427695 54.8705453)"				abandoned					way	"145240524"
"LINESTRING (21.6994962 54.5583109,21.6915108 54.560307,21.6895405 54.5603115)"				disused		spur			way	"150201356"
"LINESTRING (21.6940929 54.5645877,21.6912224 54.568064)"				disused		spur			way	"150201354"
"LINESTRING (20.2046936 54.7178069,20.2048398 54.7172494,20.2054472 54.7149127,20.2059624 54.7129987,20.2064558 54.7111348,20.2065589 54.7105928,20.2066596 54.709844)"				rail		siding			way	"173899874"
"LINESTRING (21.7511193 54.6047074,21.7504767 54.6041115,21.7495474 54.6034025,21.7492175 54.6031757,21.747254 54.6021149,21.7469752 54.6019887,21.7467096 54.6018722,21.7460364 54.6016314)"				rail		siding			way	"150199294"
"LINESTRING (19.898969 54.6454062,19.8984878 54.6451426,19.8969089 54.6442602,19.8956323 54.6435592,19.8951915 54.6432661,19.8946685 54.6428066)"				rail	"1520"	siding			way	"136177446"
"LINESTRING (19.9027759 54.6469487,19.9046182 54.6479214,19.9065998 54.6489676,19.9071736 54.6492649,19.9075295 54.6493919,19.9081381 54.6495273,19.9083858 54.6495659,19.9089906 54.6496499)"				rail		spur			way	"136177436"
"LINESTRING (21.7556816 54.6135372,21.7561403 54.6138431,21.7565319 54.6140668,21.7570335 54.6144131,21.7573553 54.6146414,21.7576618 54.6148739,21.7578726 54.6150978,21.7580499 54.6153433,21.7581843 54.6156358,21.7583102 54.6161201,21.7583531 54.6163856,21.7583488 54.6166124,21.7583176 54.6168814,21.7582017 54.6177242,21.7582163 54.6179807,21.7582941 54.6182354,21.7584998 54.6186342,21.7586986 54.6188977,21.7588786 54.6190885,21.7590704 54.619251,21.7594507 54.6195328,21.7597235 54.6196913,21.7638438 54.6219465,21.7664171 54.6233306)"				rail	"1435"	siding			way	"150199303"
"LINESTRING (20.2090325 54.6993761,20.2095815 54.6997412,20.2102717 54.7001844,20.2107625 54.7007028,20.2109773 54.7011371,20.2110693 54.7017487,20.2109466 54.7024444,20.2105938 54.7036585,20.2103331 54.7046999,20.210067 54.7052484,20.2096832 54.7058234,20.2092142 54.7063389,20.2089965 54.7065394,20.2087456 54.7067709,20.2084279 54.7070942,20.2081007 54.7074067,20.2077842 54.7077264,20.2074964 54.7080181,20.2073765 54.7082285,20.2072048 54.7084765,20.206928 54.7090243,20.2066596 54.709844,20.2064219 54.7103756,20.2062999 54.7106298,20.2061688 54.7109029,20.2058851 54.7114566,20.2057777 54.7118111,20.2049188 54.7148811,20.204589 54.7162234,20.204474 54.7166708,20.2044816 54.7168701,20.2045368 54.7176501,20.2045583 54.7179554,20.2045737 54.7181769)"				rail	"1520"	spur			way	"173899879"
"LINESTRING (20.4897146 54.6898134,20.4900958 54.6896401)"				rail	"1520"	yard			way	"133724495"
"LINESTRING (20.4788793 54.6882046,20.4795961 54.6886319,20.4798547 54.6887494,20.4805286 54.6890554,20.4810372 54.689261,20.4814153 54.6894139,20.4828057 54.6899529,20.483172 54.690078,20.4836716 54.6902488,20.4842294 54.6903667,20.4848913 54.6904485,20.48532 54.6904774,20.4863941 54.6905376,20.4873848 54.6905279,20.4877969 54.6904798,20.4885296 54.6902969,20.4888501 54.6901935,20.4893996 54.6899721,20.4897146 54.6898134)"				rail	"1520"	yard			way	"133724493"
"LINESTRING (20.2867159 54.7357794,20.2865634 54.7357726)"				rail	"1520"		yes		way	"132901800"
"LINESTRING (21.1499998 54.8452118,21.1587964 54.8434035,21.1684666 54.8413559,21.1711527 54.8410123,21.1745216 54.8409292,21.1895898 54.8422527,21.190403 54.8423171)"				rail	"1520"				way	"130131041"
"LINESTRING (21.190403 54.8423171,21.1920522 54.8424559)"				rail	"1520"		yes		way	"130131040"
"LINESTRING (21.1499012 54.8452322,21.1499998 54.8452118)"				rail	"1520"		yes		way	"130131037"
"LINESTRING (21.1920522 54.8424559,21.1942893 54.8426583,21.199235 54.8427289,21.2073223 54.8427011,21.2119298 54.8426716,21.213784 54.8426656,21.2178456 54.8421695,21.2290458 54.8401496,21.2379691 54.8388029,21.2392046 54.8385882,21.2437538 54.8381296,21.2492308 54.838165,21.2568002 54.8385903,21.2786467 54.8398419,21.2926779 54.8406457,21.3214169 54.8425239,21.3505968 54.8451492,21.3514366 54.845222,21.411547 54.8505207,21.4166177 54.8508451,21.4216885 54.8501964,21.4545071 54.8441807,21.4609981 54.8430223,21.466577 54.8420061,21.4684653 54.8417528,21.4784205 54.8410768)"				rail	"1520"				way	"130131027"
"LINESTRING (21.0439691 54.6273224,21.0453207 54.6278501,21.0462568 54.6283548,21.0472723 54.6289218,21.0497099 54.6303217,21.051341 54.6312584,21.0534264 54.6324014)"				rail	"1520"				way	"130041845"
"LINESTRING (21.0534264 54.6324014,21.0541873 54.6328115,21.054437 54.6329461,21.0552245 54.6333308,21.0565471 54.6339142,21.0575476 54.6342655,21.0584775 54.6345445,21.0594699 54.6347898,21.0605273 54.6349882,21.0616929 54.635199,21.0629402 54.6353732,21.064211 54.6354908,21.0663069 54.6356538,21.0687482 54.6358407,21.0690008 54.635859,21.0704603 54.635971,21.0725623 54.6361323,21.0736765 54.6361576,21.074811 54.6361893,21.0759037 54.6361978)"				rail	"1520"				way	"130041843"
"LINESTRING (20.2974517 54.4334811,20.296883 54.4306966,20.2947415 54.4217221,20.2935896 54.4166181,20.2929947 54.4151302,20.2921074 54.4139898,20.2890403 54.4107435,20.2857394 54.4076307,20.2827968 54.4046433)"				abandoned					way	"178226419"
"LINESTRING (21.7643441 54.6027901,21.7776848 54.6090774,21.7787107 54.6094126,21.7796583 54.6097581,21.780646 54.6101825,21.7835369 54.6115725,21.7838868 54.6117768,21.784125 54.6119633,21.7849839 54.612518,21.7862591 54.6131376,21.7865927 54.6133616,21.7867957 54.6135621,21.787177 54.6139642,21.7874187 54.6144186,21.7875221 54.6147069,21.7875403 54.6149554,21.7875445 54.6151643,21.7874988 54.6153957,21.7872676 54.616565,21.787089 54.6173021,21.7869685 54.6177609,21.7868992 54.61824,21.7868129 54.6190722,21.7867743 54.6198561,21.7868779 54.620947,21.7870144 54.6216465,21.7872075 54.6223401,21.7873615 54.622721,21.7875177 54.6230085,21.7878235 54.6235573,21.7881524 54.6240607,21.7883563 54.6243134,21.7889452 54.624939,21.7893957 54.6253629,21.7900059 54.6258082,21.7906952 54.6262849,21.791693 54.6268749,21.7924226 54.627246,21.793018 54.6275317,21.7936751 54.6278143,21.7942759 54.6280658,21.7948562 54.6282734,21.7956117 54.6285083,21.796867 54.6288282,21.797669 54.6289943,21.7986024 54.6291496,21.7994446 54.6292583,21.8002838 54.6293361,21.8019471 54.6294446,21.8041975 54.6297085)"				rail	"1520"	spur			way	"121499994"
"LINESTRING (22.0327816 55.0404326,22.0324059 55.0408632,22.0319905 55.0414184)"				rail		spur			way	"119083594"
"LINESTRING (22.0242755 55.0311043,22.0248354 55.0309647,22.0264333 55.03067,22.0287788 55.0302847,22.0311481 55.0298698,22.0332365 55.0295638,22.0333939 55.0295356,22.0339207 55.0294413,22.035317 55.0292078,22.0360885 55.0291119)"				rail		siding			way	"119083592"
"LINESTRING (22.033098 55.0396325,22.0318838 55.0406026,22.0308712 55.0416179,22.0292891 55.0432587,22.0290416 55.0435258,22.0288817 55.0436983,22.0287551 55.0438796,22.0287355 55.0439313,22.0286443 55.0441719,22.0286325 55.0446388,22.0286681 55.0449946,22.0287591 55.0453005,22.0289173 55.0454659,22.0290945 55.0456213,22.0292376 55.0457469,22.0295303 55.0460687,22.0297914 55.0464403,22.029914 55.0467258,22.0300168 55.0471201,22.0299496 55.0473467,22.0294591 55.0481194,22.0286483 55.0494473)"				rail		spur			way	"119083591"
"LINESTRING (22.0283383 55.0465584,22.0282844 55.0463678,22.0281855 55.0460075,22.0280747 55.0456852,22.0279851 55.0454741,22.0279422 55.0453167)"				rail		spur			way	"119083588"
"LINESTRING (22.0343361 55.0387418,22.0341797 55.0388737,22.0339168 55.0390954,22.0336541 55.0392677,22.0331803 55.0395786,22.033098 55.0396325,22.0323979 55.0401107,22.0317216 55.0405096,22.0307446 55.0409289,22.0297439 55.0414343,22.0288698 55.0418989,22.0281499 55.0423023,22.0272394 55.0428681,22.0270622 55.0429029,22.0267537 55.0431635,22.0263859 55.0435555,22.0259389 55.0442467,22.0247919 55.0460732)"				rail		spur			way	"119083586"
"LINESTRING (22.0299615 55.0302507,22.0303174 55.0302189,22.0310057 55.0301532,22.0322516 55.0299605,22.0333828 55.0297519)"				rail		spur			way	"119083584"
"LINESTRING (22.0351986 55.0382332,22.034787 55.0384925,22.0344152 55.0388937,22.034343 55.0389919,22.0333077 55.0404008)"				rail		spur			way	"119083582"
"LINESTRING (22.0267142 55.0431544,22.0264136 55.043372,22.0261209 55.043755,22.0246811 55.0460664)"				rail		spur			way	"119083581"
"LINESTRING (22.0286325 55.0446388,22.0283596 55.0460211,22.0283383 55.0465584,22.028324 55.0469185,22.0281618 55.0473943,22.0274301 55.048559,22.0260338 55.050911)"				rail		spur			way	"119083580"
"LINESTRING (22.0328726 55.041908,22.0327144 55.0426264,22.032663 55.0430479,22.0326076 55.0432519,22.0325285 55.0434626,22.0321567 55.0440405,22.0314961 55.0449651)"				rail		spur			way	"119083578"
"LINESTRING (22.0305745 55.0300397,22.0290755 55.0303391,22.0274103 55.030602,22.0259626 55.0308559,22.0244122 55.031137,22.0226995 55.0314499,22.0211925 55.0317128,22.0191318 55.0321095,22.0183249 55.0322773,22.0175044 55.0327216,22.0171334 55.0329734,22.0166351 55.0333472,22.0161287 55.0338338,22.0158853 55.0342117,22.0157268 55.0346693,22.0156971 55.0350001,22.0157882 55.0353967,22.0158904 55.0356532,22.0159014 55.035681,22.0160133 55.0359703,22.0165148 55.0373748,22.0169415 55.0391652,22.017213 55.0403277,22.0174161 55.0408526,22.0176728 55.0412963,22.0181398 55.0417588,22.0189654 55.0424093,22.0195818 55.0428223,22.0199249 55.0430038,22.0203976 55.0432504,22.0213391 55.0435704,22.022037 55.0437062,22.0225364 55.0437615,22.0231496 55.0437711,22.0239548 55.0437443,22.0245175 55.0436979,22.0250679 55.0435956,22.0256215 55.0434539,22.0261472 55.0432636,22.0266865 55.0430116,22.0270484 55.0428137,22.0287947 55.041883,22.0293444 55.041568,22.0303768 55.0410173,22.0310373 55.0407023,22.0317097 55.0404552,22.0324335 55.0399997,22.0336597 55.0391928,22.0341615 55.0388582,22.0343361 55.0387418,22.0346406 55.0385084,22.0351986 55.0382332,22.0375913 55.0370532)"				rail		spur			way	"119083577"
"LINESTRING (22.0372414 55.0334392,22.0375051 55.0337085,22.0378628 55.034012,22.0382655 55.03438,22.038761 55.0347981,22.0389754 55.0349633)"				rail		spur			way	"119083576"
"LINESTRING (22.0238184 55.031176,22.0244122 55.031137)"				rail		siding			way	"119083575"
"LINESTRING (22.0290755 55.0303391,22.0299615 55.0302507,22.0308356 55.0302439,22.0311599 55.0302751,22.0314496 55.0303067,22.032259 55.0304281,22.0327573 55.0305912,22.0331921 55.0307853,22.0334476 55.0309174,22.0339601 55.0312697,22.0348568 55.0318695,22.0353897 55.032223,22.0361078 55.0327283,22.0367634 55.0331596,22.0372414 55.0334392,22.0376204 55.033663,22.0378148 55.0338443,22.0383786 55.0343316,22.0390745 55.0349083)"				rail		spur			way	"119083574"
"LINESTRING (21.7797281 54.6269104,21.7792913 54.626826,21.7788144 54.6267457,21.7785367 54.6266893,21.7779313 54.6265357,21.7775637 54.6264304,21.7773152 54.6263257,21.7770097 54.6261911,21.7763871 54.625877,21.7674703 54.6210051,21.7674425 54.6209914,21.7670602 54.6208034,21.7666977 54.6206424,21.765851 54.620273,21.7656623 54.6201949,21.7654609 54.620097,21.7651316 54.619919,21.759959 54.6170387)"				rail	"1520"	siding			way	"150199297"
"LINESTRING (21.3762191 54.3666586,21.3739231 54.3655085,21.3726512 54.3649238,21.3723138 54.3644459,21.3720134 54.3638458,21.3717559 54.3629206,21.3716486 54.3619954,21.371992 54.3610452,21.3725499 54.360295,21.3739388 54.3588614,21.3805415 54.3540948)"				abandoned					way	"110917970"
"LINESTRING (20.0204464 54.7370273,20.0288983 54.7376234,20.0371177 54.7381159)"				rail					way	"173899881"
"LINESTRING (21.7097594 54.5764578,21.7088943 54.5770085,21.7082614 54.5775054,21.7077235 54.578237,21.707565 54.5788627,21.7075095 54.5795434,21.7076939 54.5800496,21.7080012 54.5806069,21.7083169 54.5809387,21.7087832 54.5813491,21.7090487 54.5815356,21.7094564 54.5817843,21.7103121 54.5822522)"				abandoned					way	"150195858"
"LINESTRING (21.7874988 54.6153957,21.787956 54.6142257,21.7883637 54.6134678,21.7889002 54.6129086,21.7895639 54.6124831,21.8015119 54.605065,21.8085975 54.6004682,21.8087144 54.6003952,21.8087514 54.600372,21.8126465 54.5979378,21.8284219 54.5880729,21.8446184 54.5779693,21.8557335 54.5704817,21.8639861 54.5646977,21.8723975 54.5588253,21.8790279 54.5542212,21.8839417 54.5506994,21.8867527 54.5486833,21.8900357 54.5464679,21.892954 54.5445013,21.8951641 54.5430077,21.9027687 54.5380776,21.9152678 54.5301655,21.9192482 54.5276565,21.923889 54.5243914,21.9266325 54.5226084,21.9273597 54.5221358,21.9316309 54.5192579,21.9374872 54.5151527,21.9414998 54.5125181,21.9441284 54.5107243,21.9460166 54.5094412,21.9477869 54.5084197,21.9538723 54.505235,21.9554193 54.50448,21.9593848 54.5027385,21.9624934 54.5012406,21.9634188 54.5007947,21.9679571 54.4986452,21.9747163 54.4953803,21.976779 54.4943399,21.9789086 54.493382,21.981382 54.4923377,21.9846514 54.4910937,21.9885567 54.4897351,21.9916931 54.4885531,21.9968166 54.4866392,21.9993615 54.4857358,22.0005218 54.485264,22.0012879 54.4848994,22.0032459 54.4839007,22.0045934 54.4832082)"	Insterburg-Lyck			abandoned	"1435"				way	"110917967"
"LINESTRING (21.7554605 54.6072143,21.7561328 54.607706,21.7563704 54.6079186,21.7565787 54.6082104,21.7567235 54.6085753,21.7567669 54.60911,21.7566316 54.6095554,21.7564834 54.6098432,21.7555314 54.6111628,21.7553637 54.6113925,21.7551307 54.6118884,21.7551907 54.6126365,21.7554947 54.6130704,21.7557337 54.6133617,21.7559549 54.6135591)"				abandoned		siding			way	"150199305"
"LINESTRING (22.3128681 54.3407235,22.3087115 54.3430384,22.3053113 54.3452527,22.304606 54.3462629,22.3044649 54.3470734,22.304747 54.3478486,22.3057602 54.3487944)"				abandoned					way	"178230296"
"LINESTRING (20.5123905 54.7110571,20.5129468 54.7109577,20.5135888 54.7108557,20.5142969 54.7107381,20.5149252 54.7106521,20.5151272 54.7106506,20.5155228 54.7106832,20.5159138 54.7107347,20.5159674 54.710744,20.5162093 54.7108073,20.5164496 54.7108943,20.5166262 54.7109652,20.5167585 54.7110453,20.5169221 54.7111486,20.5170583 54.711239,20.5172096 54.7113236,20.5172692 54.7113654,20.5174294 54.7114596,20.5175135 54.7115059,20.5175725 54.7115383,20.5179541 54.7116603,20.5182153 54.7117159,20.5184606 54.7117616,20.5186386 54.7117786,20.5191429 54.7118085,20.5210091 54.7120249,20.5214312 54.7120455,20.5220987 54.7120381,20.5222154 54.7120603,20.5223094 54.7121454)"				tram					way	"108649426"
"LINESTRING (20.4400197 54.6899476,20.4389399 54.6901623,20.4385051 54.6903337,20.4380905 54.6906067)"				rail	"1520"	spur			way	"101979422"
"LINESTRING (20.4239179 54.6890472,20.4234918 54.6893817,20.4233744 54.6894766,20.4231664 54.6896447,20.4226913 54.6900891,20.4217555 54.6909279)"				rail	"1520"	spur			way	"101979420"
"LINESTRING (20.4287852 54.94748,20.4285891 54.9474283,20.4222902 54.9457682,20.421558 54.9455808,20.4190934 54.9449209,20.4164135 54.9442011,20.4150975 54.9438915,20.4074747 54.9422936,20.4063077 54.942049,20.4049894 54.9417685,20.4035139 54.9414514,20.402577 54.9412454,20.4017742 54.9410492,20.4010444 54.9408321,20.4008044 54.9407426,20.4002533 54.9405371,20.3981753 54.9395426)"				rail	"1520"				way	"142884015"
"LINESTRING (21.7838509 54.6274702,21.7830213 54.6271639,21.7824466 54.6268941,21.7819813 54.6266882,21.7811502 54.6262607,21.7800538 54.6256745,21.778629 54.6249104)"				rail		siding			way	"150199290"
"LINESTRING (22.0045934 54.4832082,22.0064413 54.4822352,22.0083178 54.4812939,22.0111536 54.4796884,22.012809 54.4786982,22.0148566 54.4774078,22.01657 54.476243,22.0176697 54.4755252,22.0195845 54.4740154,22.0209753 54.4728651,22.0219747 54.471837,22.0229534 54.470387,22.0232967 54.4693894,22.0234683 54.4681798,22.0235113 54.4672694,22.023404 54.4666833,22.0232752 54.4660847,22.0232109 54.4654612,22.0229963 54.4625553,22.0222882 54.4580652,22.0217112 54.4530699,22.0211243 54.4492755,22.0208432 54.4471682,22.0205072 54.4454901,22.0202282 54.44277,22.0199493 54.4404241,22.0198205 54.4392686,22.0195845 54.4382446,22.0193914 54.4373667,22.0192412 54.4368051,22.0190707 54.4355081,22.0187047 54.432724,22.0183156 54.4300541,22.0178679 54.4269823,22.0178464 54.4260087,22.0179108 54.4250475,22.0183614 54.4237242,22.0188335 54.4225258,22.0194128 54.4216394,22.0201209 54.4209652,22.0207653 54.4204697,22.0213226 54.4200413,22.0225494 54.4191932,22.0229081 54.4189452,22.0234059 54.4186301)"				abandoned					way	"110917969"
"LINESTRING (21.7008224 54.5770383,21.7011109 54.5771658,21.7020108 54.5774393,21.7029753 54.5776268,21.7038603 54.5777262,21.704755 54.5777541,21.7056177 54.5777033,21.7061566 54.5776451,21.7067063 54.5775384,21.7076608 54.5772753,21.7097594 54.5764578,21.7208461 54.5711058,21.7232628 54.5699461,21.7262984 54.5687761,21.7299018 54.5682357,21.7328594 54.5682646,21.7471999 54.5703062,21.9138318 54.5950685,21.9181829 54.5956451,21.9248743 54.5958251)"				abandoned					way	"150195857"
"LINESTRING (20.5127536 54.7110299,20.5118103 54.7111876,20.5109082 54.7113384,20.5107158 54.7113706,20.5096315 54.7115427)"				tram					way	"108649429"
"LINESTRING (20.1172903 54.6819717,20.1171192 54.6826715,20.1168035 54.6840462,20.1164388 54.6855485,20.1162304 54.6863084,20.1158903 54.6875856,20.1156175 54.6886467,20.1153295 54.6897343,20.1151303 54.690549,20.1149066 54.6914081,20.1146982 54.6922441,20.1146155 54.6926426,20.1146213 54.6931208,20.1147374 54.6935812,20.1149606 54.6941308,20.1156915 54.6949438,20.1170674 54.6959555,20.1178168 54.6963921,20.119334 54.6969849,20.1216067 54.6974677,20.1236276 54.6977907,20.1240599 54.6978421,20.1276939 54.6981421,20.129942 54.6983018,20.1320612 54.6983586,20.1335231 54.6983728,20.1351631 54.6983799,20.1387012 54.6984225,20.1404088 54.6984367,20.1434862 54.6984651,20.1460537 54.6984758,20.1494014 54.6985113,20.1514898 54.6985361,20.1551507 54.6985858,20.1560457 54.6985811,20.1565143 54.6985787,20.1586273 54.6985965,20.1605499 54.6984793,20.1617354 54.6982592,20.1632465 54.6978404,20.1645794 54.6973683,20.1655069 54.6970169,20.1675646 54.6962608,20.1688853 54.6957602,20.1698189 54.6954514,20.1715634 54.6951994,20.1731414 54.6950328)"				rail	"1520"	spur			way	"157937793"
"LINESTRING (20.4231617 54.6896225,20.4226107 54.6899476,20.4215424 54.6907814)"				rail		spur			way	"101979412"
"LINESTRING (20.2673195 54.8267663,20.2655906 54.8272021,20.2646523 54.8277315,20.2616339 54.8302001,20.2614017 54.8304314,20.2610751 54.8309965,20.2609044 54.8312681)"				rail	"1520"	yard			way	"142867905"
"LINESTRING (19.8950894 54.6427525,19.8956131 54.6430688,19.8962185 54.6434215,19.8971735 54.6439227,19.8974417 54.6441152,19.8978586 54.6444486,19.8983789 54.6449639,19.898969 54.6454062,19.8995653 54.6457381,19.9003691 54.6461853,19.9011298 54.6466046,19.9025417 54.6474129,19.9032031 54.6477948,19.9035368 54.6480089,19.9039304 54.6482435)"				rail	"1520"	yard			way	"136177449"
"LINESTRING (20.4374484 54.6884796,20.4364636 54.6882666,20.4362361 54.6882433,20.4333567 54.6879021,20.4322856 54.6877807,20.4309639 54.6876308,20.4291355 54.6874261,20.4285308 54.6873778,20.4279923 54.6873728,20.4275432 54.6873961,20.4268982 54.6875043,20.4261812 54.687724,20.425516 54.6880086,20.4246896 54.6885063)"				rail	"1520"	spur			way	"101979419"
"LINESTRING (20.9944262 54.6310167,20.9986626 54.6296732)"				rail	"1520"				way	"161653069"
"LINESTRING (21.7581843 54.6156358,21.7583578 54.6160318,21.7584011 54.6161658,21.7585372 54.6165487,21.7586832 54.6168529,21.758835 54.617072,21.7591108 54.6173584,21.759316 54.6175334,21.7596253 54.6177229,21.7673855 54.6219478,21.7676532 54.6220996)"				rail	"1435"	siding			way	"150201360"
"LINESTRING (20.4468976 54.6907712,20.446339 54.6908628,20.4461144 54.6909061,20.4457919 54.6910209,20.4455385 54.6911407,20.4453547 54.6912718,20.4452939 54.6913229,20.4451758 54.6914395,20.4451008 54.6915135,20.4450202 54.6916932,20.4448374 54.6921114,20.4447942 54.6922008,20.4447836 54.692219,20.4446682 54.6924172,20.444535 54.6925649,20.4443946 54.6927105,20.4442831 54.6928249,20.4441967 54.6928956)"				rail	"1520"	spur			way	"101979416"
"LINESTRING (22.1861655 54.5746252,22.1870402 54.5729201,22.1882107 54.571086,22.189393 54.5692693,22.1912598 54.5657233,22.1929893 54.5620861,22.1934131 54.5610025,22.1945718 54.5581158,22.1956662 54.5553783,22.1960953 54.5543579,22.1966961 54.5530015,22.1977261 54.5510353,22.198284 54.5500894,22.1994856 54.5486707,22.2012666 54.5466171,22.2030691 54.5445758,22.2035626 54.5441028,22.2041419 54.5436423,22.2046355 54.5434058,22.2053007 54.5431195,22.2067383 54.5425843,22.209206 54.541825,22.2139805 54.5404253,22.2144824 54.5402782,22.2216729 54.5382896,22.2234753 54.5377543,22.2253421 54.5371194,22.226651 54.5365468,22.2271467 54.5363003,22.2281531 54.5357998,22.2315648 54.5339697,22.233539 54.5328616,22.2345689 54.5323635,22.238088 54.530857,22.2421006 54.5292383,22.2470787 54.5272585,22.2493747 54.5261751,22.2510297 54.525403,22.2516142 54.5250829,22.2517402 54.524996,22.2522134 54.5246698,22.2529659 54.5241329,22.2534618 54.5237791,22.2541339 54.5232996,22.2591893 54.5194672,22.2597761 54.5190777,22.2605985 54.5185923,22.2621789 54.5176974,22.2627513 54.5174168,22.2640033 54.516922,22.2652748 54.516436,22.2653929 54.516393,22.2689656 54.5150908,22.2715366 54.5141886)"				abandoned					way	"110891918"
"LINESTRING (20.4420756 54.6905634,20.4417848 54.6906266,20.4415746 54.6906799,20.4412377 54.6908147,20.4410275 54.6909462,20.440253 54.6914871)"				rail	"1520"	spur			way	"101979414"
"LINESTRING (20.4299239 54.6875749,20.429052 54.6874627,20.4283148 54.6874194,20.4277908 54.6874411,20.4274654 54.687461,20.4271084 54.6875276,20.4265901 54.6876524,20.4260401 54.6878339,20.425516 54.6880086)"				rail	"1520"	siding			way	"101979398"
"LINESTRING (20.4289287 54.6874927,20.4282025 54.6874893,20.4275892 54.6875293,20.4271659 54.6876175,20.4266045 54.6878605,20.4251072 54.6884996)"				rail	"1520"	spur			way	"101979421"
"LINESTRING (20.4478215 54.6906246,20.4469591 54.6906915,20.4461615 54.6907315,20.4455223 54.6907315,20.4446873 54.6906466,20.4436939 54.6905001,20.4427589 54.6903461,20.4425018 54.6903038,20.4417589 54.6901057,20.4408415 54.6898323,20.4404516 54.6897279,20.4399708 54.6895165,20.4389083 54.6890039,20.4385051 54.6888292,20.4382374 54.6886993,20.4378745 54.6885845,20.4374484 54.6884796,20.4366767 54.6883432,20.4355969 54.688215,20.4336821 54.6879853,20.4331754 54.6879267,20.43194 54.6877839,20.4299239 54.6875749,20.4294033 54.687521,20.4289287 54.6874927,20.4286489 54.687476,20.4281075 54.6874594,20.4276727 54.687481,20.4271141 54.6875642,20.4266275 54.687694,20.4255995 54.6880436,20.4246896 54.6885063)"				rail	"1520"	spur			way	"101979410"
"LINESTRING (21.7131445 54.5840227,21.7136192 54.5843569,21.7140747 54.5847698,21.7148077 54.5856028,21.7152532 54.5863975,21.7154898 54.5873698,21.7154793 54.5880606,21.7152735 54.5889705,21.7147902 54.5897881,21.7143285 54.590357,21.7033084 54.6031578,21.6937294 54.6143923,21.692622 54.615258,21.6910163 54.6159633,21.6893183 54.616455,21.6883249 54.61676,21.6873312 54.6169315,21.6866308 54.6170022,21.685853 54.6170084,21.6851288 54.6169681,21.6740727 54.6157815,21.6717875 54.6155671,21.6681611 54.6151664)"				abandoned					way	"150209673"
"LINESTRING (20.4233744 54.6894766,20.4231617 54.6896225,20.4227604 54.6898977,20.4215539 54.6909062)"				rail		spur			way	"101979418"
"LINESTRING (20.4246896 54.6885063,20.4239179 54.6890472,20.4234774 54.6894733,20.4229447 54.6899326,20.4218102 54.6909611)"				rail	"1520"	spur			way	"101979404"
"LINESTRING (20.4494382 54.6899949,20.4490136 54.690346,20.4479203 54.6910871)"				rail	"1520"	spur			way	"101979402"
"LINESTRING (20.4485565 54.5048074,20.4548577 54.503469,20.457968 54.5027737,20.4612439 54.5021718,20.4639946 54.5017873,20.4656392 54.501764,20.466968 54.5019086,20.4708988 54.5028875,20.4786357 54.5055498,20.4918873 54.5106771,20.4921422 54.5107912,20.4923379 54.5109499,20.5018487 54.5193315,20.5021398 54.5195511,20.502506 54.5197334,20.5114262 54.5222754,20.5128156 54.5228977,20.5133073 54.5233139,20.5136998 54.5238151,20.5138363 54.5243014,20.5140754 54.5259135,20.515428 54.5334398,20.5155766 54.5351618,20.515208 54.5435404,20.5148412 54.554141,20.5146842 54.559439,20.5147973 54.5601043,20.5152207 54.5608649,20.5163398 54.5619879,20.5169347 54.5625524,20.518262 54.5635627,20.5201046 54.5644465,20.5212262 54.5647356,20.5218833 54.5648389,20.5242311 54.5651204,20.5280887 54.565473,20.5336005 54.5659809,20.5354966 54.5661288,20.5382427 54.5663638,20.5398054 54.5665798,20.5403938 54.5667694,20.5410084 54.5671901,20.5425645 54.5686457,20.5445064 54.5705484,20.5476775 54.5736033,20.5484621 54.5741983,20.5511755 54.5761046,20.5529853 54.577397)"	Kleinbahn Tharau–Kreuzburg			abandoned					way	"150193935"
"LINESTRING (22.0438979 54.5872347,22.0456473 54.5871804,22.0511787 54.5870265,22.0803989 54.5861245,22.1043573 54.5853849,22.119701 54.5849112,22.1337173 54.5844715,22.1456222 54.5841115,22.1607545 54.5836348,22.1620938 54.5836214,22.1631892 54.5836425,22.1645944 54.5836958,22.1653674 54.5837246,22.1718639 54.5839492)"	"1"			rail	"1520"				way	"96063165"
